siteID,date,spp,count
DAVIKELVA1,2016-07-16,AMRO,0
DAVIKELVA1,2016-07-16,CACH,3
DAVIKELVA1,2016-07-16,CACH,3
DAVIKELVA1,2016-07-16,CARW,0
DAVIKELVA1,2016-07-16,CARW,0
DAVIKELVA1,2016-07-16,GRCA,0
DAVIKELVA1,2016-07-16,GRCA,0
DAVIKELVA1,2016-07-16,NOCA,4
DAVIKELVA1,2016-07-16,NOCA,4
DAVIKELVA1,2016-07-16,NOMO,1
DAVIKELVA1,2016-07-16,NOMO,1
DAVIKELVA1,2016-07-16,SOSP,1
DAVIKELVA1,2016-07-16,SOSP,1
MAZUJENMD1,2016-07-18,AMRO,3
MAZUJENMD1,2016-07-18,AMRO,3
MAZUJENMD1,2016-07-18,AMRO,3
MAZUJENMD1,2016-07-18,GRCA,3
MAZUJENMD1,2016-07-18,GRCA,3
MAZUJENMD1,2016-07-18,GRCA,3
MAZUJENMD1,2016-07-18,NOCA,1
MAZUJENMD1,2016-07-18,NOCA,1
MAZUJENMD1,2016-07-18,NOCA,1
MAZUJENMD1,2016-07-18,CARW,4
MAZUJENMD1,2016-07-18,CARW,4
MAZUJENMD1,2016-07-18,CARW,4
MAZUJENMD1,2016-07-18,NOCA,2
MAZUJENMD1,2016-07-18,NOCA,2
MAZUJENMD1,2016-07-18,NOCA,2
MAZUJENMD1,2016-07-18,CACH,1
MAZUJENMD1,2016-07-18,CACH,1
MAZUJENMD1,2016-07-18,CACH,1
MAZUJENMD1,2016-07-18,HOWR,2
MAZUJENMD1,2016-07-18,HOWR,2
MAZUJENMD1,2016-07-18,HOWR,2
ZEMKSYDVA1,2016-07-16,CARW,1
ZEMKSYDVA1,2016-07-16,CARW,1
ZEMKSYDVA1,2016-07-16,HOWR,1
ZEMKSYDVA1,2016-07-16,HOWR,1
ZEMKSYDVA1,2016-07-16,SOSP,1
ZEMKSYDVA1,2016-07-16,SOSP,1
RAUNERIMD2,2016-07-18,CACH,3
RAUNERIMD2,2016-07-18,CACH,3
RAUNERIMD2,2016-07-18,NOCA,5
RAUNERIMD2,2016-07-18,NOCA,5
RAUNERIMD2,2016-07-18,CARW,5
RAUNERIMD2,2016-07-18,CARW,5
RAUNERIMD2,2016-07-18,TUTI,2
RAUNERIMD2,2016-07-18,TUTI,2
RAUNERIMD2,2016-07-18,AMRO,2
RAUNERIMD2,2016-07-18,AMRO,2
RAUNERIMD2,2016-07-18,GRCA,2
RAUNERIMD2,2016-07-18,GRCA,2
WIEBFRAMD1,2016-07-19,GRCA,8
WIEBFRAMD1,2016-07-19,GRCA,8
WIEBFRAMD1,2016-07-19,NOCA,7
WIEBFRAMD1,2016-07-19,NOCA,7
WIEBFRAMD1,2016-07-19,CACH,3
WIEBFRAMD1,2016-07-19,CACH,3
WIEBFRAMD1,2016-07-19,AMRO,5
WIEBFRAMD1,2016-07-19,AMRO,5
WIEBFRAMD1,2016-07-19,HOWR,2
WIEBFRAMD1,2016-07-19,HOWR,2
WIEBFRAMD1,2016-07-19,CARW,2
WIEBFRAMD1,2016-07-19,CARW,2
WIEBFRAMD1,2016-07-19,SOSP,4
WIEBFRAMD1,2016-07-19,SOSP,4
HUTCBARVA1,2016-07-18,AMRO,1
HUTCBARVA1,2016-07-18,AMRO,1
HUTCBARVA1,2016-07-18,CACH,1
HUTCBARVA1,2016-07-18,CACH,1
HUTCBARVA1,2016-07-18,CARW,4
HUTCBARVA1,2016-07-18,CARW,4
HUTCBARVA1,2016-07-18,GRCA,0
HUTCBARVA1,2016-07-18,GRCA,0
HUTCBARVA1,2016-07-18,HOWR,1
HUTCBARVA1,2016-07-18,HOWR,1
HUTCBARVA1,2016-07-18,NOCA,4
HUTCBARVA1,2016-07-18,NOCA,4
HUTCBARVA1,2016-07-18,SOSP,1
HUTCBARVA1,2016-07-18,SOSP,1
SLONSUSMA1,2016-07-17,BCCH,5
SLONSUSMA1,2016-07-17,BCCH,5
SLONSUSMA1,2016-07-17,CARW,2
SLONSUSMA1,2016-07-17,CARW,2
SLONSUSMA1,2016-07-17,GRCA,3
SLONSUSMA1,2016-07-17,GRCA,3
SLONSUSMA1,2016-07-17,NOCA,0
SLONSUSMA1,2016-07-17,NOCA,0
BOONGREMD2,2016-07-19,NA,0
BOONGREMD2,2016-07-19,NA,0
LYONLYNVA1,2016-07-19,AMRO,1
LYONLYNVA1,2016-07-19,CACH,3
LYONLYNVA1,2016-07-19,CARW,1
LYONLYNVA1,2016-07-19,HOWR,0
LYONLYNVA1,2016-07-19,NOCA,7
LYONLYNVA1,2016-07-19,SOSP,2
BOONGREMD1,2016-07-19,AMRO,1
BOONGREMD1,2016-07-19,CACH,1
BOONGREMD1,2016-07-19,GRCA,1
BOONGREMD1,2016-07-19,HOWR,0
BOONGREMD1,2016-07-19,NOCA,5
BOONGREMD1,2016-07-19,SOSP,4
HOROBONVA1,2016-06-15,CACH,2
HOROBONVA1,2016-06-15,CACH,2
HOROBONVA1,2016-06-15,CARW,0
HOROBONVA1,2016-06-15,CARW,0
HOROBONVA1,2016-06-15,GRCA,1
HOROBONVA1,2016-06-15,GRCA,1
HOROBONVA1,2016-06-15,NOCA,5
HOROBONVA1,2016-06-15,NOCA,5
HOROBONVA1,2016-06-15,SOSP,2
HOROBONVA1,2016-06-15,SOSP,2
MUTRCYNVA2,2016-07-20,AMRO,4
MUTRCYNVA2,2016-07-20,AMRO,4
MUTRCYNVA2,2016-07-20,CACH,1
MUTRCYNVA2,2016-07-20,CACH,1
MUTRCYNVA2,2016-07-20,CARW,5
MUTRCYNVA2,2016-07-20,CARW,5
MUTRCYNVA2,2016-07-20,GRCA,7
MUTRCYNVA2,2016-07-20,GRCA,7
MUTRCYNVA2,2016-07-20,HOWR,0
MUTRCYNVA2,2016-07-20,HOWR,0
MUTRCYNVA2,2016-07-20,SOSP,8
MUTRCYNVA2,2016-07-20,SOSP,8
DELUKARVA1,2016-07-20,AMRO,3
DELUKARVA1,2016-07-20,AMRO,3
DELUKARVA1,2016-07-20,CACH,1
DELUKARVA1,2016-07-20,CACH,1
DELUKARVA1,2016-07-20,CARW,3
DELUKARVA1,2016-07-20,CARW,3
DELUKARVA1,2016-07-20,GRCA,9
DELUKARVA1,2016-07-20,GRCA,9
DELUKARVA1,2016-07-20,HOWR,0
DELUKARVA1,2016-07-20,HOWR,0
DELUKARVA1,2016-07-20,NOCA,3
DELUKARVA1,2016-07-20,NOCA,3
DELUKARVA1,2016-07-20,SOSP,4
DELUKARVA1,2016-07-20,SOSP,4
CALLEVEMA1,2016-06-24,BCCH,3
CALLEVEMA1,2016-06-24,BCCH,3
CALLEVEMA1,2016-06-24,GRCA,4
CALLEVEMA1,2016-06-24,GRCA,4
CALLEVEMA1,2016-06-24,HOWR,2
CALLEVEMA1,2016-06-24,HOWR,2
CALLEVEMA1,2016-06-24,SOSP,1
CALLEVEMA1,2016-06-24,SOSP,1
CALLEVEMA1,2016-06-24,NOMO,0
CALLEVEMA1,2016-06-24,NOMO,0
FEINLISMA1,2016-06-30,BCCH,2
FEINLISMA1,2016-06-30,BCCH,2
FEINLISMA1,2016-06-30,EAPH,1
FEINLISMA1,2016-06-30,EAPH,1
KANEBRIMA1,2016-06-27,BCCH,1
KANEBRIMA1,2016-06-27,BCCH,1
KANEBRIMA1,2016-06-27,NOCA,1
KANEBRIMA1,2016-06-27,NOCA,1
JAKUSTEMA1,2016-06-25,NA,NA
JAKUSTEMA1,2016-06-25,NA,NA
JOHAHEAMA1,2016-06-16,GRCA,1
JOHAHEAMA1,2016-06-16,GRCA,1
OLONMARDC1,2016-07-21,AMRO,13
OLONMARDC1,2016-07-21,AMRO,13
OLONMARDC1,2016-07-21,CACH,1
OLONMARDC1,2016-07-21,CACH,1
OLONMARDC1,2016-07-21,CARW,4
OLONMARDC1,2016-07-21,CARW,4
OLONMARDC1,2016-07-21,GRCA,6
OLONMARDC1,2016-07-21,GRCA,6
OLONMARDC1,2016-07-21,HOWR,0
OLONMARDC1,2016-07-21,HOWR,0
OLONMARDC1,2016-07-21,NOCA,9
OLONMARDC1,2016-07-21,NOCA,9
OLONMARDC1,2016-07-21,SOSP,14
OLONMARDC1,2016-07-21,SOSP,14
WILDANNVA2,2016-07-21,NOCA,2
WILDANNVA2,2016-07-21,NOCA,2
WILDANNVA2,2016-07-21,CARW,4
WILDANNVA2,2016-07-21,CARW,4
WILDANNVA2,2016-07-21,AMRO,9
WILDANNVA2,2016-07-21,AMRO,9
WILDANNVA2,2016-07-21,CACH,3
WILDANNVA2,2016-07-21,CACH,3
WILDANNVA2,2016-07-21,SOSP,3
WILDANNVA2,2016-07-21,SOSP,3
KLOTBRUMA1,2016-07-04,HOWR,1
KLOTBRUMA1,2016-07-04,HOWR,1
KLOTBRUMA1,2016-07-04,EAPH,1
KLOTBRUMA1,2016-07-04,EAPH,1
KLOTBRUMA1,2016-07-04,GRCA,1
KLOTBRUMA1,2016-07-04,GRCA,1
CHICOBGMA1,2016-07-07,NA,0
CHICOBGMA1,2016-07-07,NA,0
BOWEJOHMA1,2016-07-21,NA,0
BOWEJOHMA1,2016-07-21,NA,0
ROGEANDMA1,2016-07-18,BCCH,3
ROGEANDMA1,2016-07-18,BCCH,3
ROGEANDMA1,2016-07-18,GRCA,1
ROGEANDMA1,2016-07-18,GRCA,1
ROGEANDMA1,2016-07-18,HOWR,2
ROGEANDMA1,2016-07-18,HOWR,2
ROGEANDMA1,2016-07-18,SOSP,3
ROGEANDMA1,2016-07-18,SOSP,3
SVECSTEMA1,2016-07-20,AMRO,7
SVECSTEMA1,2016-07-20,BCCH,0
SVECSTEMA1,2016-07-20,CARW,0
SVECSTEMA1,2016-07-20,GRCA,5
SVECSTEMA1,2016-07-20,HOWR,1
SVECSTEMA1,2016-07-20,NOCA,4
SVECSTEMA1,2016-07-20,SOSP,1
WILLMARVA1,2016-07-22,AMRO,4
WILLMARVA1,2016-07-22,AMRO,4
WILLMARVA1,2016-07-22,CARW,3
WILLMARVA1,2016-07-22,CARW,3
WILLMARVA1,2016-07-22,GRCA,4
WILLMARVA1,2016-07-22,GRCA,4
WILLMARVA1,2016-07-22,HOWR,2
WILLMARVA1,2016-07-22,HOWR,2
WILLMARVA1,2016-07-22,NOCA,5
WILLMARVA1,2016-07-22,NOCA,5
KINDFARMD1,2016-07-22,AMRO,2
KINDFARMD1,2016-07-22,CACH,2
KINDFARMD1,2016-07-22,CARW,10
KINDFARMD1,2016-07-22,GRCA,6
KINDFARMD1,2016-07-22,HOWR,2
KINDFARMD1,2016-07-22,NOCA,3
KINDFARMD1,2016-07-22,NOMO,9
KINDFARMD1,2016-07-22,SOSP,0
WILELINMD1,2016-07-22,AMRO,4
WILELINMD1,2016-07-22,AMRO,4
WILELINMD1,2016-07-22,CACH,3
WILELINMD1,2016-07-22,CACH,3
WILELINMD1,2016-07-22,CARW,1
WILELINMD1,2016-07-22,CARW,1
WILELINMD1,2016-07-22,GRCA,0
WILELINMD1,2016-07-22,GRCA,0
WILELINMD1,2016-07-22,HOWR,0
WILELINMD1,2016-07-22,HOWR,0
WILELINMD1,2016-07-22,NOMO,1
WILELINMD1,2016-07-22,NOMO,1
WILELINMD1,2016-07-22,SOSP,0
WILELINMD1,2016-07-22,SOSP,0
BURNNANMD1,2016-07-22,AMRO,0
BURNNANMD1,2016-07-22,AMRO,0
BURNNANMD1,2016-07-22,CACH,4
BURNNANMD1,2016-07-22,CACH,4
BURNNANMD1,2016-07-22,CARW,4
BURNNANMD1,2016-07-22,CARW,4
BURNNANMD1,2016-07-22,GRCA,0
BURNNANMD1,2016-07-22,GRCA,0
BURNNANMD1,2016-07-22,HOWR,2
BURNNANMD1,2016-07-22,HOWR,2
BURNNANMD1,2016-07-22,NOCA,5
BURNNANMD1,2016-07-22,NOCA,5
BURNNANMD1,2016-07-22,NOMO,2
BURNNANMD1,2016-07-22,NOMO,2
GELLNERMD1,2016-07-21,AMRO,6
GELLNERMD1,2016-07-21,CACH,0
GELLNERMD1,2016-07-21,CARW,5
GELLNERMD1,2016-07-21,GRCA,0
GELLNERMD1,2016-07-21,HOWR,0
GELLNERMD1,2016-07-21,NOCA,7
GELLNERMD1,2016-07-21,NOMO,0
GELLNERMD1,2016-07-21,SOSP,0
MAHOJIMMD1,2016-07-21,AMRO,0
MAHOJIMMD1,2016-07-21,CACH,0
MAHOJIMMD1,2016-07-21,CARW,2
MAHOJIMMD1,2016-07-21,GRCA,0
MAHOJIMMD1,2016-07-21,HOWR,0
MAHOJIMMD1,2016-07-21,NOCA,3
MAHOJIMMD1,2016-07-21,SOSP,0
BRENSTEMD1,2016-07-21,CACH,0
BRENSTEMD1,2016-07-21,CARW,4
BRENSTEMD1,2016-07-21,GRCA,0
BRENSTEMD1,2016-07-21,HOWR,0
BRENSTEMD1,2016-07-21,NOCA,2
BRENSTEMD1,2016-07-21,SOSP,1
SARGMARMD1,2016-07-23,NOCA,5
SARGMARMD1,2016-07-23,NOCA,5
SARGMARMD1,2016-07-23,SOSP,5
SARGMARMD1,2016-07-23,SOSP,5
SARGMARMD1,2016-07-23,HOWR,1
SARGMARMD1,2016-07-23,HOWR,1
SARGMARMD1,2016-07-23,CARW,2
SARGMARMD1,2016-07-23,CARW,2
SARGMARMD1,2016-07-23,CACH,1
SARGMARMD1,2016-07-23,CACH,1
SARGMARMD1,2016-07-23,AMRO,3
SARGMARMD1,2016-07-23,AMRO,3
SARGMARMD1,2016-07-23,NOMO,2
SARGMARMD1,2016-07-23,NOMO,2
SARGMARMD1,2016-07-23,GRCA,1
SARGMARMD1,2016-07-23,GRCA,1
STEVSADMA1,2016-07-21,AMRO,0
STEVSADMA1,2016-07-21,AMRO,0
STEVSADMA1,2016-07-21,AMRO,0
STEVSADMA1,2016-07-21,BCCH,1
STEVSADMA1,2016-07-21,BCCH,1
STEVSADMA1,2016-07-21,BCCH,1
STEVSADMA1,2016-07-21,GRCA,1
STEVSADMA1,2016-07-21,GRCA,1
STEVSADMA1,2016-07-21,GRCA,1
STEVSADMA1,2016-07-21,NOCA,1
STEVSADMA1,2016-07-21,NOCA,1
STEVSADMA1,2016-07-21,NOCA,1
STEVSADMA1,2016-07-21,NOMO,0
STEVSADMA1,2016-07-21,NOMO,0
STEVSADMA1,2016-07-21,NOMO,0
STEVSADMA1,2016-07-21,SOSP,1
STEVSADMA1,2016-07-21,SOSP,1
STEVSADMA1,2016-07-21,SOSP,1
SHERALEMA1,2016-07-23,BCCH,4
SHERALEMA1,2016-07-23,BCCH,4
SHERALEMA1,2016-07-23,CARW,0
SHERALEMA1,2016-07-23,CARW,0
SHERALEMA1,2016-07-23,GRCA,0
SHERALEMA1,2016-07-23,GRCA,0
WARRPAIMA1,2016-07-07,NA,0
WARRPAIMA1,2016-07-24,AMRO,6
WARRPAIMA1,2016-07-24,AMRO,6
WARRPAIMA1,2016-07-24,BCCH,3
WARRPAIMA1,2016-07-24,BCCH,3
WARRPAIMA1,2016-07-24,CARW,0
WARRPAIMA1,2016-07-24,CARW,0
WARRPAIMA1,2016-07-24,GRCA,3
WARRPAIMA1,2016-07-24,GRCA,3
WARRPAIMA1,2016-07-24,HOWR,0
WARRPAIMA1,2016-07-24,HOWR,0
WARRPAIMA1,2016-07-24,NOCA,3
WARRPAIMA1,2016-07-24,NOCA,3
NAYLMICMD2,2016-07-25,AMRO,8
NAYLMICMD2,2016-07-25,AMRO,8
NAYLMICMD2,2016-07-25,CACH,1
NAYLMICMD2,2016-07-25,CACH,1
NAYLMICMD2,2016-07-25,CARW,0
NAYLMICMD2,2016-07-25,CARW,0
NAYLMICMD2,2016-07-25,GRCA,2
NAYLMICMD2,2016-07-25,GRCA,2
NAYLMICMD2,2016-07-25,HOWR,0
NAYLMICMD2,2016-07-25,HOWR,0
NAYLMICMD2,2016-07-25,NOCA,3
NAYLMICMD2,2016-07-25,NOCA,3
NAYLMICMD2,2016-07-25,SOSP,0
NAYLMICMD2,2016-07-25,SOSP,0
NAYLMICMD2,2016-07-25,NOMO,2
NAYLMICMD2,2016-07-25,NOMO,2
PATCLORDC1,2016-07-23,NA,0
PATCLORDC1,2016-07-23,NA,0
SCHLROBMD1,2016-07-25,NOCA,4
SCHLROBMD1,2016-07-25,GRCA,1
SCHLROBMD1,2016-07-25,TUTI,2
SCHLROBMD1,2016-07-25,HOWR,1
SCHLROBMD1,2016-07-25,CARW,1
SCHLROBMD1,2016-07-25,SOSP,1
SCHLROBMD1,2016-07-25,CACH,1
CAHAGABMD1,2016-07-23,CACH,0
CAHAGABMD1,2016-07-23,CACH,0
CAHAGABMD1,2016-07-23,CARW,1
CAHAGABMD1,2016-07-23,CARW,1
CAHAGABMD1,2016-07-23,GRCA,5
CAHAGABMD1,2016-07-23,GRCA,5
CAHAGABMD1,2016-07-23,HOWR,2
CAHAGABMD1,2016-07-23,HOWR,2
CAHAGABMD1,2016-07-23,NOCA,6
CAHAGABMD1,2016-07-23,NOCA,6
SOLIAPRMD1,2016-07-25,AMRO,10
SOLIAPRMD1,2016-07-25,AMRO,10
SOLIAPRMD1,2016-07-25,CACH,0
SOLIAPRMD1,2016-07-25,CACH,0
SOLIAPRMD1,2016-07-25,CARW,1
SOLIAPRMD1,2016-07-25,CARW,1
SOLIAPRMD1,2016-07-25,GRCA,2
SOLIAPRMD1,2016-07-25,GRCA,2
SOLIAPRMD1,2016-07-25,NOCA,5
SOLIAPRMD1,2016-07-25,NOCA,5
SOLIAPRMD1,2016-07-25,NOMO,8
SOLIAPRMD1,2016-07-25,NOMO,8
SOLIAPRMD1,2016-07-25,SOSP,2
SOLIAPRMD1,2016-07-25,SOSP,2
BURDROBVA1,2016-06-15,GRCA,3
BURDROBVA1,2016-06-15,GRCA,3
BURDROBVA1,2016-06-15,HOWR,3
BURDROBVA1,2016-06-15,HOWR,3
BURDROBVA1,2016-06-15,NOCA,3
BURDROBVA1,2016-06-15,NOCA,3
BURDROBVA1,2016-06-15,SOSP,1
BURDROBVA1,2016-06-15,SOSP,1
BURDROBVA1,2016-06-15,CACH,1
BURDROBVA1,2016-06-15,CACH,1
BURDROBVA1,2016-06-15,AMRO,1
BURDROBVA1,2016-06-15,AMRO,1
CLARCOLDC1,2016-06-12,GRCA,3
CLARCOLDC1,2016-06-12,GRCA,3
CRONCHRVA1,2016-07-08,NOMO,0
CRONCHRVA1,2016-07-08,AMRO,0
CRONCHRVA1,2016-07-08,NOCA,4
CRONCHRVA1,2016-07-08,SOSP,2
CRONCHRVA1,2016-07-08,CACH,1
CRONCHRVA1,2016-07-08,CARW,2
CRONCHRVA1,2016-07-08,GRCA,1
CRONCHRVA1,2016-07-08,HOWR,1
CRONCHRVA2,2016-07-08,HOWR,5
CRONCHRVA2,2016-07-08,HOWR,5
CRONCHRVA2,2016-07-08,CARW,2
CRONCHRVA2,2016-07-08,CARW,2
CRONCHRVA2,2016-07-08,GRCA,6
CRONCHRVA2,2016-07-08,GRCA,6
CRONCHRVA2,2016-07-08,SOSP,9
CRONCHRVA2,2016-07-08,SOSP,9
CRONCHRVA2,2016-07-08,AMRO,6
CRONCHRVA2,2016-07-08,AMRO,6
CRONCHRVA2,2016-07-08,CACH,6
CRONCHRVA2,2016-07-08,CACH,6
CRONCHRVA2,2016-07-08,TUTI,5
CRONCHRVA2,2016-07-08,TUTI,5
GIRLSINMA1,2016-07-25,NA,0
GIRLSINMA1,2016-07-25,NA,0
CHARANDMA1,2016-07-09,AMRO,5
CHARANDMA1,2016-07-09,AMRO,5
CHARANDMA1,2016-07-09,BCCH,7
CHARANDMA1,2016-07-09,BCCH,7
CHARANDMA1,2016-07-09,EAPH,0
CHARANDMA1,2016-07-09,EAPH,0
CHARANDMA1,2016-07-09,NOCA,1
CHARANDMA1,2016-07-09,NOCA,1
LATHJANMA1,2016-07-24,AMRO,2
LATHJANMA1,2016-07-24,AMRO,2
LATHJANMA1,2016-07-24,BCCH,2
LATHJANMA1,2016-07-24,BCCH,2
LATHJANMA1,2016-07-24,CARW,0
LATHJANMA1,2016-07-24,CARW,0
LATHJANMA1,2016-07-24,GRCA,5
LATHJANMA1,2016-07-24,GRCA,5
LATHJANMA1,2016-07-24,HOWR,0
LATHJANMA1,2016-07-24,HOWR,0
LATHJANMA1,2016-07-24,NOCA,0
LATHJANMA1,2016-07-24,NOCA,0
KINGDAVMA1,2016-07-22,AMRO,2
KINGDAVMA1,2016-07-22,AMRO,2
KINGDAVMA1,2016-07-22,BCCH,1
KINGDAVMA1,2016-07-22,BCCH,1
KINGDAVMA1,2016-07-22,GRCA,1
KINGDAVMA1,2016-07-22,GRCA,1
KINGDAVMA1,2016-07-22,CARW,0
KINGDAVMA1,2016-07-22,CARW,0
KINGDAVMA1,2016-07-22,HOWR,1
KINGDAVMA1,2016-07-22,HOWR,1
WIKACORMD1,2016-07-26,CACH,0
WIKACORMD1,2016-07-26,CACH,0
WIKACORMD1,2016-07-26,CARW,1
WIKACORMD1,2016-07-26,CARW,1
WIKACORMD1,2016-07-26,NOCA,11
WIKACORMD1,2016-07-26,NOCA,11
WIKACORMD1,2016-07-26,NOMO,1
WIKACORMD1,2016-07-26,NOMO,1
DELUKARVA2,2016-07-26,SOSP,5
DELUKARVA2,2016-07-26,SOSP,5
TAMBJUDMA1,2016-07-26,BCCH,2
TAMBJUDMA1,2016-07-26,BCCH,2
TAMBJUDMA1,2016-07-26,GRCA,0
TAMBJUDMA1,2016-07-26,GRCA,0
TAMBJUDMA1,2016-07-26,HOWR,0
TAMBJUDMA1,2016-07-26,HOWR,0
SPRIBGCMA1,2016-07-27,NA,0
SPRIBGCMA1,2016-07-27,NA,0
VERSMATMA1,2016-08-29,BCCH,4
VERSMATMA1,2016-08-29,BCCH,4
VERSMATMA1,2016-08-29,GRCA,2
VERSMATMA1,2016-08-29,GRCA,2
VERSMATMA1,2016-08-29,HOWR,3
VERSMATMA1,2016-08-29,HOWR,3
VERSMATMA1,2016-08-29,SOSP,4
VERSMATMA1,2016-08-29,SOSP,4
FORESPAMA1,2016-07-12,NA,0
FORESPAMA1,2016-07-12,NA,0
FORESPAMA1,2016-07-12,NA,0
FORESPAMA1,2016-07-19,NA,0
FORESPAMA1,2016-07-19,NA,0
FORESPAMA1,2016-08-02,NA,0
FORESPAMA1,2016-08-02,NA,0
SURNSCOMA1,2016-07-30,AMRO,1
SURNSCOMA1,2016-07-30,AMRO,1
SURNSCOMA1,2016-07-30,BCCH,2
SURNSCOMA1,2016-07-30,BCCH,2
SURNSCOMA1,2016-07-30,CARW,0
SURNSCOMA1,2016-07-30,CARW,0
SURNSCOMA1,2016-07-30,EAPH,0
SURNSCOMA1,2016-07-30,EAPH,0
SURNSCOMA1,2016-07-30,GRCA,1
SURNSCOMA1,2016-07-30,GRCA,1
SURNSCOMA1,2016-07-30,HOWR,0
SURNSCOMA1,2016-07-30,HOWR,0
SURNSCOMA1,2016-07-30,NOCA,0
SURNSCOMA1,2016-07-30,NOCA,0
SURNSCOMA1,2016-07-30,NOMO,0
SURNSCOMA1,2016-07-30,NOMO,0
SURNSCOMA1,2016-07-30,SOSP,0
SURNSCOMA1,2016-07-30,SOSP,0
BULLTHOMA1,2016-08-01,AMRO,0
BULLTHOMA1,2016-08-01,AMRO,0
BULLTHOMA1,2016-08-01,BCCH,1
BULLTHOMA1,2016-08-01,BCCH,1
BULLTHOMA1,2016-08-01,CARW,0
BULLTHOMA1,2016-08-01,CARW,0
BULLTHOMA1,2016-08-01,GRCA,3
BULLTHOMA1,2016-08-01,GRCA,3
MCKEERIMA1,2016-08-03,AMRO,1
MCKEERIMA1,2016-08-03,AMRO,1
MCKEERIMA1,2016-08-03,BCCH,2
MCKEERIMA1,2016-08-03,BCCH,2
MCKEERIMA1,2016-08-03,CARW,1
MCKEERIMA1,2016-08-03,CARW,1
MCKEERIMA1,2016-08-03,GRCA,3
MCKEERIMA1,2016-08-03,GRCA,3
MCKEERIMA1,2016-08-03,HOWR,1
MCKEERIMA1,2016-08-03,HOWR,1
MCKEERIMA1,2016-08-03,SOSP,2
MCKEERIMA1,2016-08-03,SOSP,2
GOODNANMA1,2016-08-01,NA,0
GOODNANMA1,2016-08-01,NA,0
ARCADIAMA1,2016-05-07,NA,NA
ARCADIAMA1,2016-05-07,NA,NA
MORETONMA1,2016-08-03,NA,0
MORETONMA1,2016-08-03,NA,0
HOLYOBGMA1,2016-08-04,NA,0
HOLYOBGMA1,2016-08-04,NA,0
ZIMMBOBMA1,2016-07-28,AMRO,0
ZIMMBOBMA1,2016-07-28,EAPH,2
ZIMMBOBMA1,2016-07-28,GRCA,1
ZIMMBOBMA1,2016-07-28,HOWR,0
ZIMMBOBMA1,2016-07-28,NOCA,2
ZIMMBOBMA1,2016-07-28,NOMO,0
VALLMEGMA1,2016-07-28,BCCH,11
VALLMEGMA1,2016-07-28,GRCA,4
VALLMEGMA1,2016-07-28,SOSP,0
JONEJULMA2,2016-07-10,NA,0
JONEJULMA2,2016-07-10,NA,0
HODGBENMA1,2016-07-11,GRCA,5
HODGBENMA1,2016-07-11,GRCA,5
HODGBENMA1,2016-07-11,NOCA,2
HODGBENMA1,2016-07-11,NOCA,2
HODGBENMA1,2016-07-11,BCCH,1
HODGBENMA1,2016-07-11,BCCH,1
HODGBENMA1,2016-07-11,CARW,2
HODGBENMA1,2016-07-11,CARW,2
HODGBENMA1,2016-07-11,HOWR,1
HODGBENMA1,2016-07-11,HOWR,1
BLONDAVMA1,2016-07-13,AMRO,3
BLONDAVMA1,2016-07-13,AMRO,3
BLONDAVMA1,2016-07-13,BCCH,1
BLONDAVMA1,2016-07-13,BCCH,1
BLONDAVMA1,2016-07-13,NOCA,1
BLONDAVMA1,2016-07-13,NOCA,1
BLONDAVMA1,2016-07-13,NOMO,0
BLONDAVMA1,2016-07-13,NOMO,0
GOLDBETMA1,2016-07-15,BCCH,2
HALLJENMA1,2016-07-16,AMRO,3
HALLJENMA1,2016-07-16,AMRO,3
HALLJENMA1,2016-07-16,BCCH,1
HALLJENMA1,2016-07-16,BCCH,1
HALLJENMA1,2016-07-16,GRCA,1
HALLJENMA1,2016-07-16,GRCA,1
HALLJENMA1,2016-07-16,NOMO,0
HALLJENMA1,2016-07-16,NOMO,0
HALLJENMA1,2016-07-16,NOCA,2
HALLJENMA1,2016-07-16,NOCA,2
HALLJENMA1,2016-07-16,SOSP,1
HALLJENMA1,2016-07-16,SOSP,1
KINGGEOMA1,2016-07-18,AMRO,4
KINGGEOMA1,2016-07-18,AMRO,4
KINGGEOMA1,2016-07-18,BCCH,0
KINGGEOMA1,2016-07-18,BCCH,0
KINGGEOMA1,2016-07-18,NOCA,3
KINGGEOMA1,2016-07-18,NOCA,3
KINGGEOMA1,2016-07-18,GRCA,2
KINGGEOMA1,2016-07-18,GRCA,2
KINGGEOMA1,2016-07-18,HOWR,2
KINGGEOMA1,2016-07-18,HOWR,2
KINGGEOMA1,2016-07-18,CARW,0
KINGGEOMA1,2016-07-18,CARW,0
HAZZANNMA1,2016-07-02,AMRO,0
HAZZANNMA1,2016-07-02,AMRO,0
HAZZANNMA1,2016-07-02,BCCH,6
HAZZANNMA1,2016-07-02,BCCH,6
HAZZANNMA1,2016-07-02,GRCA,0
HAZZANNMA1,2016-07-02,GRCA,0
HAZZANNMA1,2016-07-02,NOCA,2
HAZZANNMA1,2016-07-02,NOCA,2
DOPPJANMA1,2016-07-08,NA,0
DOPPJANMA1,2016-07-01,AMRO,3
DOPPJANMA1,2016-07-01,AMRO,3
DOPPJANMA1,2016-07-01,BCCH,2
DOPPJANMA1,2016-07-01,BCCH,2
DOPPJANMA1,2016-07-01,CARW,0
DOPPJANMA1,2016-07-01,CARW,0
DOPPJANMA1,2016-07-01,GRCA,6
DOPPJANMA1,2016-07-01,GRCA,6
DOPPJANMA1,2016-07-01,HOWR,0
