siteIDForayCountUnbanded,dateForayCountUnbanded,sppForayCountUnbanded,countForayCountUnbanded
JOHNSCOGA1,2017-05-22,NOMO,7
JOHNSCOGA1,2017-05-22,NOCA,7
JOHNSCOGA1,2017-05-22,AMRO,8
JOHNSCOGA1,2017-05-22,BRTH,4
JOHNSCOGA1,2017-05-22,SOSP,2
JOHNSCOGA1,2017-05-22,TUTI,2
JOHNSCOGA1,2017-05-22,HOWR,1
JONEFAIGA1,2017-06-07,HOWR,1
JONEFAIGA1,2017-06-07,GRCA,5
JONEFAIGA1,2017-06-07,CARW,2
JONEFAIGA1,2017-06-07,NOCA,4
JONEFAIGA1,2017-06-07,TUTI,2
JONEFAIGA1,2017-06-07,BRTH,4
JONEFAIGA1,2017-06-07,SOSP,3
JONEFAIGA1,2017-06-07,NOMO,4
JONEFAIGA1,2017-06-07,AMRO,6
JONEFAIGA1,2017-06-07,CACH,2
JONEHARFL1,2016-06-08,CARW,2
JONEHARFL1,2016-06-08,NOCA,4
JONEHARFL1,2017-04-26,CARW,4
JONEHARFL1,2017-04-26,NOCA,12
JONEHARFL1,2017-04-26,TUTI,2
JONENICPA1,2016-07-09,SOSP,7
JONENICPA1,2016-07-09,NOCA,6
JONENICPA1,2016-07-09,GRCA,2
JORGJANMA1,2016-05-31,AMRO,8
JORGJANMA1,2016-05-31,BCCH,0
JORGJANMA1,2016-05-31,CARW,0
JORGJANMA1,2016-05-31,GRCA,3
JORGJANMA1,2016-05-31,NOCA,1
JORGJANMA1,2016-05-31,NOMO,2
JORGJANMA1,2016-05-31,SOSP,4
JORGJANMA1,2017-05-23,AMRO,7
JORGJANMA1,2017-05-23,BCCH,1
JORGJANMA1,2017-05-23,CARW,0
JORGJANMA1,2017-05-23,GRCA,3
JORGJANMA1,2017-05-23,NOCA,1
JORGJANMA1,2017-05-23,NOMO,0
JORGJANMA1,2017-05-23,SOSP,3
KALIELINC1,2017-06-16,NOCA,10
KALIELINC1,2017-06-16,GRCA,4
KALIELINC1,2017-06-16,CARW,8
KALIELINC1,2017-06-16,CACH,6
KALIELINC1,2016-05-07,CACH,6
KALIELINC1,2016-05-07,CARW,5
KALIELINC1,2016-05-07,NOCA,8
KAMILEIVA1,2016-06-15,AMRO,5
KAMILEIVA1,2016-06-15,HOWR,2
KAMILEIVA1,2016-06-15,SOSP,6
KAMILEIVA1,2016-06-15,GRCA,6
KAMILEIVA1,2016-06-15,CARW,0
KAMILEIVA1,2016-06-15,NOCA,2
KAMILEIVA1,2016-06-15,CACH,0
KAMILEIVA1,2017-07-05,AMRO,8
KAMILEIVA1,2017-07-05,CACH,0
KAMILEIVA1,2017-07-05,CARW,2
KAMILEIVA1,2017-07-05,GRCA,11
KAMILEIVA1,2017-07-05,HOWR,1
KAMILEIVA1,2017-07-05,NOCA,4
KAMILEIVA1,2017-07-05,SOSP,7
KANEBRIMA1,2016-06-27,BCCH,1
KANEBRIMA1,2016-06-27,NOCA,1
KANEBRIMA1,2017-06-21,BCCH,4
KANEBRIMA1,2017-06-21,EAPH,1
KANEEVANC1,2017-06-12,AMRO,13
KANEEVANC1,2017-06-12,CARW,7
KANEEVANC1,2017-06-12,NOCA,9
KANEEVANC1,2017-06-12,GRCA,7
KANEEVANC1,2017-06-12,HOWR,4
KANEEVANC1,2016-06-02,AMRO,1
KAPLRACMA1,2017-07-29,AMRO,3
KAPLRACMA1,2017-07-29,NOMO,0
KARALIZNC1,2016-07-08,CARW,1
KEATELINC1,2016-06-04,NOMO,4
KEATELINC1,2016-06-04,GRCA,3
KEATELINC1,2017-04-15,CARW,2
KEATELINC1,2017-04-15,CACH,4
KEATELINC1,2017-04-15,NOCA,10
KEATELINC1,2017-04-15,GRCA,2
KEATELINC1,2017-04-15,NOMO,3
KELLSETMA1,2017-08-01,GRCA,8
KELLSETMA1,2017-08-01,HOWR,1
KELLSETMA1,2017-08-01,SOSP,4
KELLSETMA1,2016-06-03,GRCA,5
KELLSETMA1,2016-06-03,SOSP,14
KELLSETMA1,2016-06-03,NOCA,1
KELLSETMA1,2016-06-03,HOWR,2
KELLSETMA1,2016-06-03,AMRO,2
KENTADAFL1,2016-04-26,CACH,2
KENTADAFL1,2016-04-26,CARW,2
KENTADAFL1,2016-04-26,NOCA,5
KENTADAFL1,2016-04-26,TUTI,4
KENTADAFL1,2017-05-20,CACH,12
KENTADAFL1,2017-05-20,CARW,5
KENTADAFL1,2017-05-20,NOCA,11
KENTADAFL1,2017-05-20,TUTI,8
KESTSABDC1,2017-07-15,AMRO,10
KESTSABDC1,2017-07-15,CARW,2
KESTSABDC1,2017-07-15,GRCA,4
KESTSABDC1,2017-07-15,HOWR,0
KESTSABDC1,2017-07-15,NOCA,2
KESTSABDC1,2017-07-15,NOMO,2
KESTSABDC1,2017-07-15,SOSP,1
KESTSABDC1,2016-06-04,AMRO,7
KESTSABDC1,2016-06-04,GRCA,4
KESTSABDC1,2016-06-04,NOMO,3
KESTSABDC1,2016-06-04,SOSP,4
KESTSABDC1,2016-06-04,NOCA,1
KEYESUSMD1,2016-05-16,CACH,4
KEYESUSMD1,2016-05-16,GRCA,4
KEYESUSMD1,2016-05-16,NOCA,2
KEYESUSMD1,2016-05-16,SOSP,3
KEYESUSMD1,2017-06-30,CACH,10
KEYESUSMD1,2017-06-30,CARW,3
KEYESUSMD1,2017-06-30,GRCA,4
KEYESUSMD1,2017-06-30,HOWR,2
KEYESUSMD1,2017-06-30,NOCA,5
KEYESUSMD1,2017-06-30,SOSP,2
KILGJACGA1,2016-04-08,NOCA,1
KILGJACGA1,2016-04-08,SOSP,1
KILGJACGA1,2017-03-30,TUTI,4
KILGJACGA1,2017-03-30,AMRO,8
KILGJACGA1,2017-03-30,BRTH,1
KILGJACGA1,2017-03-30,CACH,3
KILGJACGA1,2017-03-30,NOCA,6
KILGJACGA1,2017-03-30,SOSP,4
KILGJACGA1,2017-03-30,NOMO,1
KILGJACGA1,2017-03-30,CARW,1
KIMBMARGA1,2016-05-04,BRTH,5
KIMBMARGA1,2016-05-04,CACH,6
KIMBMARGA1,2016-05-04,NOMO,4
KIMBMARGA1,2016-05-04,TUTI,3
KIMBMARGA1,2017-05-11,NOMO,8
KIMBMARGA1,2017-05-11,BRTH,7
KIMBMARGA1,2017-05-11,NOCA,11
KIMBMARGA1,2017-05-11,CACH,3
KIMBMARGA1,2017-05-11,GRCA,1
KIMBMARGA1,2017-05-11,AMRO,7
KIMBMARGA1,2017-05-11,SOSP,5
KIMBMARGA1,2017-05-11,HOWR,1
KIMBMARGA1,2017-05-11,TUTI,3
KIMBMARGA1,2017-05-11,CARW,2
KINDFARMD1,2016-07-22,AMRO,2
KINDFARMD1,2016-07-22,CACH,2
KINDFARMD1,2016-07-22,CARW,10
KINDFARMD1,2016-07-22,GRCA,6
KINDFARMD1,2016-07-22,HOWR,2
KINDFARMD1,2016-07-22,NOCA,3
KINDFARMD1,2016-07-22,NOMO,9
KINDFARMD1,2016-07-22,SOSP,0
KINGDAVMA1,2016-07-22,AMRO,2
KINGDAVMA1,2016-07-22,BCCH,1
KINGDAVMA1,2016-07-22,GRCA,1
KINGDAVMA1,2016-07-22,CARW,0
KINGDAVMA1,2016-07-22,HOWR,1
KINGGEOMA1,2016-07-18,AMRO,4
KINGGEOMA1,2016-07-18,BCCH,0
KINGGEOMA1,2016-07-18,NOCA,3
KINGGEOMA1,2016-07-18,GRCA,2
KINGGEOMA1,2016-07-18,HOWR,2
KINGGEOMA1,2016-07-18,CARW,0
KINGGEOMA1,2017-06-22,AMRO,12
KINGGEOMA1,2017-06-22,BCCH,0
KINGGEOMA1,2017-06-22,CARW,0
KINGGEOMA1,2017-06-22,GRCA,3
KINGGEOMA1,2017-06-22,HOWR,0
KINGGEOMA1,2017-06-22,NOCA,0
KINGGEOMA1,2017-06-22,SOSP,0
KLOTBRUMA1,2017-08-06,EAPH,0
KLOTBRUMA1,2017-08-06,GRCA,4
KLOTBRUMA1,2017-08-06,HOWR,1
KLOTBRUMA1,2017-08-06,NOCA,2
KLOTBRUMA1,2017-08-06,SOSP,1
KLOTBRUMA1,2016-07-04,HOWR,1
KLOTBRUMA1,2016-07-04,EAPH,1
KLOTBRUMA1,2016-07-04,GRCA,1
KNIGSALVA1,2017-07-10,CACH,8
KNIGSALVA1,2017-07-10,CARW,4
KNIGSALVA1,2017-07-10,NOCA,2
KNIGSALVA1,2016-07-01,CACH,1
KNIGSALVA1,2016-07-01,CARW,1
KNIGSALVA1,2016-07-01,NOCA,2
KNOXMIKFL1,2016-04-05,CARW,5
KNOXMIKFL1,2016-04-05,NOCA,10
KNOXMIKFL1,2017-04-19,CACH,2
KNOXMIKFL1,2017-04-19,CARW,11
KNOXMIKFL1,2017-04-19,TUTI,6
KOBEDANPA1,2016-06-26,SOSP,8
KOBEDANPA1,2016-06-26,AMRO,8
KOBEDANPA1,2016-06-26,NOCA,2
KOBEDANPA1,2017-06-19,AMRO,8
KOBEDANPA1,2017-06-19,SOSP,6
KOBEDANPA1,2017-06-19,CACH,1
KORRHARMD1,2017-06-29,AMRO,10
KORRHARMD1,2017-06-29,CACH,1
KORRHARMD1,2017-06-29,CARW,1
KORRHARMD1,2017-06-29,GRCA,8
KORRHARMD1,2017-06-29,HOWR,5
KORRHARMD1,2017-06-29,NOCA,8
KORRHARMD1,2017-06-29,SOSP,3
KOTCMELGA1,2016-04-18,CACH,2
KOTCMELGA1,2016-04-18,NOCA,10
KOTCMELGA1,2017-05-16,NOMO,10
KOTCMELGA1,2017-05-16,AMRO,25
KOTCMELGA1,2017-05-16,TUTI,15
KOTCMELGA1,2017-05-16,NOCA,5
KOTCMELGA1,2017-05-16,BRTH,11
KOTCMELGA1,2017-05-16,HOWR,3
KOTCMELGA1,2017-05-16,CARW,3
KOTCMELGA1,2017-05-16,CACH,4
KOTCMELGA1,2017-05-16,SOSP,6
KOWAELIFL1,2016-06-12,NOCA,5
KOWAELIFL1,2016-06-12,CACH,3
KOWAELIFL1,2016-06-12,CARW,3
KOWAELIFL1,2016-06-12,TUTI,3
KOWAELIFL1,2016-06-21,NOCA,5
KOWAELIFL1,2016-06-21,CARW,3
KOWAELIFL1,2017-04-30,BRTH,1
KOWAELIFL1,2017-04-30,CACH,2
KOWAELIFL1,2017-04-30,CARW,4
KOWAELIFL1,2017-04-30,NOCA,9
KOWAELIFL1,2017-04-30,TUTI,3
KRATANDFL1,2016-05-12,CACH,2
KRATANDFL1,2016-05-12,CARW,1
KRATANDFL1,2016-05-12,NOCA,6
KRATANDFL1,2016-05-12,TUTI,1
KRATANDFL1,2017-06-05,CACH,3
KRATANDFL1,2017-06-05,CARW,4
KRATANDFL1,2017-06-05,NOCA,7
KRATANDFL1,2017-06-05,NOMO,1
KRATANDFL1,2017-06-05,TUTI,3
KRENMARGA1,2016-06-02,BRTH,2
KRENMARGA1,2016-06-02,CARW,3
KRENMARGA1,2016-06-02,NOCA,5
KRENMARGA1,2016-06-02,GRCA,1
KRENMARGA1,2016-06-02,CACH,2
KRENMARGA1,2017-04-12,SOSP,6
KRENMARGA1,2017-04-12,AMRO,6
KRENMARGA1,2017-04-12,NOCA,11
KRENMARGA1,2017-04-12,BRTH,3
KRENMARGA1,2017-04-12,CACH,3
KRENMARGA1,2017-04-12,NOMO,1
KRIVMAUGA1,2016-05-14,NOCA,2
KRIVMAUGA1,2016-05-14,SOSP,4
KRIVMAUGA1,2017-06-11,SOSP,2
KRIVMAUGA1,2017-06-11,NOCA,8
KRIVMAUGA1,2017-06-11,AMRO,1
KRIVMAUGA1,2017-06-11,BRTH,2
KRIVMAUGA1,2017-06-11,CARW,1
KRIVMAUGA1,2017-06-11,TUTI,3
KRIVMAUGA1,2017-06-11,CACH,1
LABOPEGMA1,2016-06-08,BCCH,2
LABOPEGMA1,2016-06-08,HOWR,1
LABOPEGMA1,2017-06-15,BCCH,3
LABOPEGMA1,2017-06-15,HOWR,1
LADYKENNC1,2016-05-04,AMRO,2
LADYKENNC1,2016-05-04,CACH,3
LADYKENNC1,2016-05-04,NOCA,5
LADYKENNC1,2016-05-04,NOMO,3
LADYKENNC1,2016-05-04,SOSP,3
LADYKENNC1,2017-05-26,AMRO,10
LADYKENNC1,2017-05-26,CACH,9
LADYKENNC1,2017-05-26,NOCA,12
LADYKENNC1,2017-05-26,SOSP,4
LADYKENNC1,2017-05-26,NOMO,3
LAFOMELVA1,2016-06-27,AMRO,13
LAFOMELVA1,2016-06-27,CACH,2
LAFOMELVA1,2016-06-27,CARW,0
LAFOMELVA1,2016-06-27,GRCA,5
LAFOMELVA1,2016-06-27,HOWR,1
LAFOMELVA1,2016-06-27,NOCA,3
LAFOMELVA1,2016-06-27,SOSP,6
LAFOMELVA1,2017-06-15,AMRO,31
LAFOMELVA1,2017-06-15,SOSP,10
LAFOMELVA1,2017-06-15,GRCA,12
LAFOMELVA1,2017-06-15,NOCA,4
LAFOMELVA1,2017-06-15,CARW,1
LAFOMELVA1,2017-06-15,HOWR,2
LAFOMELVA1,2017-06-15,CACH,1
LAKEAESVA1,2017-04-26,NOCA,13
LAKEAESVA1,2017-04-26,CARW,3
LAKEAESVA1,2017-04-26,SOSP,4
LAKEAESVA1,2017-04-26,GRCA,3
LAKEAESVA1,2017-04-26,CACH,5
LAKEAESVA1,2017-04-26,AMRO,1
LAMBAMYMD1,2016-06-11,AMRO,6
LAMBAMYMD1,2016-06-11,CACH,2
LAMBAMYMD1,2016-06-11,HOWR,1
LAMBAMYMD1,2016-06-11,NOCA,3
LAMBAMYMD1,2016-06-11,SOSP,5
LAMBAMYMD1,2017-07-03,CACH,2
LAMBAMYMD1,2017-07-03,CARW,1
LAMBAMYMD1,2017-07-03,GRCA,3
LAMBAMYMD1,2017-07-03,HOWR,1
LAMBAMYMD1,2017-07-03,NOCA,5
LAMBAMYMD1,2017-07-03,SOSP,6
LAMMLAUFL1,2016-06-02,CARW,1
LAMMLAUFL1,2016-06-02,NOCA,7
LAMMLAUFL1,2016-06-02,CACH,2
LAMMLAUFL1,2017-03-25,NOCA,12
LAMMLAUFL1,2017-03-25,CARW,2
LAMMLAUFL1,2017-03-25,CACH,3
LANDCELVA1,2016-07-09,AMRO,12
LANDCELVA1,2016-07-09,CACH,1
LANDCELVA1,2016-07-09,CARW,0
LANDCELVA1,2016-07-09,GRCA,2
LANDCELVA1,2016-07-09,HOWR,1
LANDCELVA1,2016-07-09,NOCA,2
LANDCELVA1,2016-07-09,SOSP,9
LANDCELVA1,2017-05-24,SOSP,14
LANDCELVA1,2017-05-24,GRCA,11
LANDCELVA1,2017-05-24,NOCA,9
LANDCELVA1,2017-05-24,AMRO,16
LANDCELVA1,2017-05-24,HOWR,3
LANDCELVA1,2017-05-24,CACH,2
LANDCELVA1,2017-05-24,CARW,2
LANETARNC1,2017-06-14,CACH,7
LANETARNC1,2017-06-14,CARW,9
LANETARNC1,2017-06-14,NOCA,11
LANETARNC1,2017-06-14,SOSP,1
LANETARNC1,2016-06-25,CACH,4
LANGANKVA1,2016-07-11,AMRO,0
LANGANKVA1,2016-07-11,CACH,0
LANGANKVA1,2016-07-11,CARW,9
LANGANKVA1,2016-07-11,GRCA,0
LANGANKVA1,2016-07-11,NOCA,1
LANGANKVA1,2017-07-04,AMRO,1
LANGANKVA1,2017-07-04,CACH,6
LANGANKVA1,2017-07-04,CARW,4
LANGANKVA1,2017-07-04,GRCA,0
LANGANKVA1,2017-07-04,NOCA,5
LANGPETMA1,2016-06-20,AMRO,1
LANGPETMA1,2016-06-20,BCCH,5
LANGPETMA1,2017-06-14,AMRO,1
LANGPETMA1,2017-06-14,BCCH,2
LAPPHENMA1,2016-07-05,NOMO,0
LAPPHENMA1,2016-07-05,BCCH,2
LAPPHENMA1,2016-07-05,GRCA,5
LAPPHENMA1,2016-07-05,SOSP,0
LAPPHENMA1,2016-07-05,CARW,0
LAPPHENMA1,2016-07-05,HOWR,0
LAPPHENMA1,2017-06-13,BCCH,3
LAPPHENMA1,2017-06-13,CARW,0
LAPPHENMA1,2017-06-13,GRCA,8
LAPPHENMA1,2017-06-13,HOWR,0
LAPPHENMA1,2017-06-13,NOMO,0
LAPPHENMA1,2017-06-13,SOSP,0
LARSLIDPA1,2016-06-01,AMRO,6
LARSLIDPA1,2016-06-01,SOSP,2
LATHJANMA1,2016-07-24,AMRO,2
LATHJANMA1,2016-07-24,BCCH,2
LATHJANMA1,2016-07-24,CARW,0
LATHJANMA1,2016-07-24,GRCA,5
LATHJANMA1,2016-07-24,HOWR,0
LATHJANMA1,2016-07-24,NOCA,0
LATHJANMA1,2017-06-16,AMRO,12
LATHJANMA1,2017-06-16,BCCH,1
LATHJANMA1,2017-06-16,GRCA,8
LATHJANMA1,2017-06-16,NOCA,3
LAUESARFL1,2016-04-23,BRTH,1
LAUESARFL1,2016-04-23,CACH,1
LAUESARFL1,2016-04-23,CARW,2
LAUESARFL1,2016-04-23,NOCA,8
LAUESARFL1,2016-04-23,TUTI,1
LAUESARFL1,2017-04-13,BRTH,0
LAUESARFL1,2017-04-13,CACH,3
LAUESARFL1,2017-04-13,CARW,5
LAUESARFL1,2017-04-13,NOCA,14
LAUESARFL1,2017-04-13,TUTI,9
LEEDONGA1,2017-05-15,CARW,4
LEEDONGA1,2017-05-15,SOSP,1
LEEDONGA1,2017-05-15,TUTI,4
LEEDONGA1,2017-05-15,CACH,6
LEEDONGA1,2017-05-15,NOCA,5
LEEDONGA1,2017-05-15,BRTH,1
LENTTERGA1,2017-05-19,NOCA,9
LENTTERGA1,2017-05-19,AMRO,18
LENTTERGA1,2017-05-19,NOMO,9
LENTTERGA1,2017-05-19,SOSP,8
LENTTERGA1,2017-05-19,CARW,2
LENTTERGA1,2017-05-19,BRTH,10
LENTTERGA1,2017-05-19,TUTI,2
LENTTERGA1,2017-05-19,GRCA,2
LENTTERGA1,2017-05-19,CACH,1
LENTTERGA1,2017-05-19,HOWR,1
LEONTESDC1,2017-07-11,SOSP,2
LEONTESDC1,2017-07-11,AMRO,2
LEONTESDC1,2017-07-11,CARW,2
LEONTESDC1,2017-07-11,GRCA,3
LEONTESDC1,2017-07-11,HOWR,2
LEONTESDC1,2017-07-11,NOCA,2
LEONTESDC1,2016-06-20,AMRO,3
LEONTESDC1,2016-06-20,CARW,0
LEONTESDC1,2016-06-20,GRCA,2
LEONTESDC1,2016-06-20,NOCA,2
LEONTESDC1,2016-06-20,SOSP,2
LERMSUSMA2,2017-05-22,BCCH,2
LERMSUSMA2,2017-05-22,GRCA,2
LERMSUSMA2,2017-05-22,AMRO,6
LERMSUSMA2,2017-05-22,EAPH,1
LERMSUSMA2,2017-05-22,CARW,1
LEWASUSMA1,2016-07-06,GRCA,3
LEWASUSMA1,2016-07-06,BCCH,1
LEWASUSMA1,2016-07-06,HOWR,2
LEWASUSMA1,2016-07-06,SOSP,1
LEWASUSMA1,2016-07-06,CARW,0
LEWASUSMA1,2016-07-06,AMRO,0
LEWASUSMA1,2016-07-06,NOCA,0
LEWASUSMA1,2017-06-07,AMRO,6
LEWASUSMA1,2017-06-07,BCCH,2
LEWASUSMA1,2017-06-07,CARW,0
LEWASUSMA1,2017-06-07,EAPH,0
LEWASUSMA1,2017-06-07,GRCA,1
LEWASUSMA1,2017-06-07,HOWR,1
LEWASUSMA1,2017-06-07,NOCA,3
LEWASUSMA1,2017-06-07,SOSP,2
LICHJERFL1,2016-05-15,CACH,3
LICHJERFL1,2016-05-15,CARW,3
LICHJERFL1,2016-05-15,NOCA,15
LICHJERFL1,2016-05-15,TUTI,5
LICHJERFL1,2017-03-24,CACH,6
LICHJERFL1,2017-03-24,TUTI,3
LIEBJUDMD1,2016-04-15,AMRO,16
LIEBJUDMD1,2016-04-15,SOSP,5
LIEBJUDMD1,2016-04-15,NOCA,9
LIEBJUDMD1,2016-04-15,GRCA,1
LIEBJUDMD1,2016-04-15,CACH,1
LIEBJUDMD1,2017-06-29,CACH,4
LIEBJUDMD1,2017-06-29,CARW,3
LIEBJUDMD1,2017-06-29,GRCA,8
LIEBJUDMD1,2017-06-29,HOWR,1
LIEBJUDMD1,2017-06-29,AMRO,13
LIEBJUDMD1,2017-06-29,NOCA,14
LIEBJUDMD1,2017-06-29,SOSP,8
LINDHANMD1,2016-07-08,AMRO,14
LINDHANMD1,2016-07-08,CACH,1
LINDHANMD1,2016-07-08,CARW,5
LINDHANMD1,2016-07-08,GRCA,9
LINDHANMD1,2016-07-08,NOCA,3
LINDHANMD1,2016-07-08,SOSP,6
LINDHANMD1,2017-06-21,AMRO,15
LINDHANMD1,2017-06-21,CACH,4
LINDHANMD1,2017-06-21,CARW,5
LINDHANMD1,2017-06-21,GRCA,12
LINDHANMD1,2017-06-21,NOCA,12
LINDHANMD1,2017-06-21,SOSP,6
LINDOLIPA1,2017-07-08,SOSP,6
LINDOLIPA1,2017-07-08,AMRO,9
LINDOLIPA1,2017-07-08,NOCA,4
LIPSMARNC1,2016-06-26,SOSP,5
LIPSMARNC1,2016-06-26,NOCA,6
LISVINFL1,2016-05-24,CACH,1
LISVINFL1,2016-05-24,CARW,3
LISVINFL1,2016-05-24,NOCA,2
LISVINFL1,2016-05-24,TUTI,1
LISVINFL1,2017-05-30,CARW,6
LOFLKATNC1,2016-06-01,CACH,4
LOFLKATNC1,2016-06-01,CARW,1
LOFLKATNC1,2016-06-01,NOCA,2
LOFLKATNC1,2017-05-25,CARW,7
LOFLKATNC1,2017-05-25,NOCA,13
LOFLKATNC1,2017-05-25,CACH,7
LOFLKATNC1,2017-05-25,GRCA,3
LOWRSTEFL1,2016-06-20,NOCA,6
LOWRSTEFL1,2016-06-20,CARW,1
LOWRSTEFL1,2016-06-20,TUTI,1
LOWRSTEFL1,2016-06-20,NOMO,2
LOWRSTEFL1,2017-05-18,CACH,6
LOWRSTEFL1,2017-05-18,CARW,3
LOWRSTEFL1,2017-05-18,NOCA,18
LOWRSTEFL1,2017-05-18,NOMO,2
LOWRSTEFL1,2017-05-18,TUTI,4
LUCAJILMD1,2016-07-01,NOCA,8
LUCAJILMD1,2016-07-01,SOSP,2
LUCAJILMD1,2016-07-01,GRCA,1
LUCAJILMD1,2016-07-01,CACH,3
LUCAJILMD1,2016-07-01,AMRO,1
LUCAJILMD1,2017-05-27,AMRO,18
LUCAJILMD1,2017-05-27,CACH,2
LUCAJILMD1,2017-05-27,CARW,0
LUCAJILMD1,2017-05-27,GRCA,6
LUCAJILMD1,2017-05-27,NOCA,9
LUCAJILMD1,2017-05-27,HOWR,2
LUCAJILMD1,2017-05-27,SOSP,7
LUISJONFL1,2016-06-11,NOCA,8
LUISJONFL1,2016-06-11,CARW,3
LUISJONFL1,2016-06-11,CACH,1
LYCEEESMD1,2017-08-06,CARW,0
LYCEEESMD1,2016-05-18,CARW,3
LYCEEESMD1,2016-05-18,GRCA,11
LYCEEESMD1,2016-05-18,NOCA,12
LYCEEESMD1,2016-10-21,CARW,3
LYCEEESMD1,2016-10-21,GRCA,11
LYCEEESMD1,2016-10-21,NOCA,12
LYCEEESMD1,2017-05-08,AMRO,19
LYCEEESMD1,2017-05-08,GRCA,11
LYCEEESMD1,2017-05-08,NOCA,7
LYONLYNVA1,2016-07-19,AMRO,1
LYONLYNVA1,2016-07-19,CACH,3
LYONLYNVA1,2016-07-19,CARW,1
LYONLYNVA1,2016-07-19,HOWR,0
LYONLYNVA1,2016-07-19,NOCA,7
LYONLYNVA1,2016-07-19,SOSP,2
MADJDAVPA1,2016-06-08,AMRO,24
MADJDAVPA1,2016-06-08,NOCA,2
MADJDAVPA1,2016-06-08,SOSP,9
MADJDAVPA1,2016-06-08,HOWR,2
MADJDAVPA1,2017-06-30,AMRO,12
MADJDAVPA1,2017-06-30,HOWR,4
MADJDAVPA1,2017-06-30,NOCA,1
MADJDAVPA1,2017-06-30,SOSP,4
MAFFANGPA1,2017-06-15,AMRO,6
MAFFANGPA1,2017-06-15,SOSP,3
MAFFANGPA1,2017-06-15,CACH,3
MAFFANGPA1,2017-06-15,NOCA,4
MAHOJIMMD1,2016-07-21,AMRO,0
MAHOJIMMD1,2016-07-21,CACH,0
MAHOJIMMD1,2016-07-21,CARW,2
MAHOJIMMD1,2016-07-21,GRCA,0
MAHOJIMMD1,2016-07-21,HOWR,0
MAHOJIMMD1,2016-07-21,NOCA,3
MAHOJIMMD1,2016-07-21,SOSP,0
MALLTANPA1,2016-07-20,SOSP,15
MALLTANPA1,2016-07-20,CARW,1
MALLTANPA1,2016-07-20,NOCA,3
MALLTANPA1,2016-07-20,AMRO,9
MALTELIMA1,2016-06-11,AMRO,5
MALTELIMA1,2016-06-11,BCCH,7
MALTELIMA1,2016-06-11,CARW,0
MALTELIMA1,2016-06-11,HOWR,2
MALTELIMA1,2016-06-11,NOCA,2
MALTELIMA1,2017-06-17,AMRO,7
MALTELIMA1,2017-06-17,BCCH,2
MALTELIMA1,2017-06-17,CARW,0
MALTELIMA1,2017-06-17,GRCA,0
MALTELIMA1,2017-06-17,HOWR,3
MALTELIMA1,2017-06-17,NOCA,2
MANDMARNC1,2016-06-11,CACH,3
MANDMARNC1,2016-06-11,CARW,2
MANDMARNC1,2016-06-11,NOCA,3
MANDMARNC1,2016-06-11,NOMO,2
MANDMARNC1,2016-06-11,SOSP,0
MANDMARNC1,2017-04-30,NOCA,9
MANDMARNC1,2017-04-30,CACH,7
MANDMARNC1,2017-04-30,CARW,4
MANDMARNC1,2017-04-30,GRCA,5
MANDMARNC1,2017-04-30,NOMO,6
MANDMARNC1,2017-04-30,SOSP,3
MANEXXXFL1,2016-06-13,NOCA,9
MANEXXXFL1,2016-06-13,CARW,4
MANEXXXFL1,2016-06-13,TUTI,2
MANEXXXFL1,2016-06-13,CACH,1
MANEXXXFL1,2017-05-17,CACH,7
MANEXXXFL1,2017-05-17,CARW,2
MANEXXXFL1,2017-05-17,NOCA,13
MANEXXXFL1,2017-05-17,TUTI,2
MANNJANDC1,2016-06-21,AMRO,5
MANNJANDC1,2016-06-21,CACH,1
MANNJANDC1,2016-06-21,CARW,0
MANNJANDC1,2016-06-21,GRCA,6
MANNJANDC1,2016-06-21,HOWR,0
MANNJANDC1,2016-06-21,NOCA,3
MANNJANDC1,2016-06-21,SOSP,3
MANNJANDC1,2017-05-21,AMRO,8
MANNJANDC1,2017-05-21,CACH,1
MANNJANDC1,2017-05-21,CARW,1
MANNJANDC1,2017-05-21,GRCA,6
MANNJANDC1,2017-05-21,HOWR,0
MANNJANDC1,2017-05-21,NOCA,4
MANNJANDC1,2017-05-21,SOSP,10
MARRPETMD2,2016-07-10,AMRO,3
MARRPETMD2,2016-07-10,GRCA,3
MARRPETMD2,2016-07-10,NOCA,1
MARRPETMD2,2016-07-10,SOSP,1
MARRPETMD2,2017-05-09,GRCA,11
MARRPETMD2,2017-05-09,NOCA,14
MARRPETMD2,2017-05-09,AMRO,17
MARRPETMD2,2017-05-09,HOWR,6
MARRPETMD2,2017-05-09,CARW,1
MARRPETMD2,2017-05-09,SOSP,3
MARTJUAMA1,2016-06-24,GRCA,0
MARTJUAMA1,2016-06-24,NOCA,1
MATHLYNMA1,2016-07-13,BCCH,5
MATHLYNMA1,2016-07-13,NOCA,2
MATHLYNMA1,2017-06-17,GRCA,6
MATHLYNMA1,2017-06-17,NOCA,2
MATUKEVMA1,2016-06-12,AMRO,4
MATUKEVMA1,2016-06-12,BCCH,3
MATUKEVMA1,2016-06-12,CARW,0
MATUKEVMA1,2016-06-12,GRCA,2
MATUKEVMA1,2016-06-12,HOWR,0
MATUKEVMA1,2016-06-12,NOCA,2
MAYECINGA2,2017-05-10,HOWR,2
MAYECINGA2,2017-05-10,AMRO,8
MAYECINGA2,2017-05-10,CARW,8
MAYECINGA2,2017-05-10,GRCA,1
MAYECINGA2,2017-05-10,NOCA,18
